ogs	musDom	gloMor	droMel	droYak	droAna	droPse	droWil	droMoj	droVir	anoGam	anoDar	anoSte	aedAeg	culQui
11977	0	0	0	0	0	0	0	0	0	1	0	1	0	0
11978	1	2	1	2	1	2	1	1	1	1	1	1	2	2
11979	1	1	1	1	2	1	1	1	1	1	1	1	1	1
1198	0	0	0	1	0	0	0	0	0	0	0	0	0	0
11980	2	0	1	1	1	1	1	1	1	0	0	0	0	0
11981	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11982	0	0	0	0	1	0	0	0	0	0	0	0	0	0
11983	0	0	0	0	0	0	0	0	0	0	0	1	0	0
11984	0	0	0	0	0	0	0	0	0	0	0	0	1	0
11985	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11986	0	0	0	0	0	0	0	1	0	0	0	0	0	0
11987	0	1	0	0	0	0	0	0	0	0	0	0	0	0
11988	0	0	0	0	0	0	0	0	0	0	1	0	0	0
11989	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1199	0	0	0	0	0	0	0	0	0	1	1	1	1	1
11990	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11991	0	1	0	0	0	0	0	0	0	0	0	0	0	0
11992	1	1	1	2	1	1	1	1	1	1	1	0	1	1
11993	0	0	0	0	0	0	0	0	0	1	0	0	0	0
11994	0	1	0	0	0	0	0	0	0	0	0	0	0	0
11995	0	0	0	0	0	0	0	0	0	1	0	1	1	1
11996	0	0	0	0	0	0	1	0	0	0	0	0	0	0
11997	1	1	1	1	1	1	1	2	2	0	0	0	0	0
11998	4	0	1	1	1	1	1	1	1	0	0	0	0	0
11999	0	1	0	0	0	0	0	0	0	1	0	2	0	0
12	0	0	0	0	0	0	0	1	0	0	0	0	0	0
120	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1200	1	1	1	1	1	1	1	1	1	1	0	1	1	1
12000	1	3	1	1	1	1	1	1	1	1	1	1	1	2
12001	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12002	0	0	0	0	0	0	0	0	0	0	1	0	0	0
12003	1	0	1	1	1	1	1	1	1	0	0	0	1	1
12004	1	0	0	0	0	0	0	0	0	0	0	0	0	0
12005	1	1	1	2	1	1	1	1	1	1	1	1	1	1
12006	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12007	0	0	0	0	0	4	6	0	4	0	0	0	0	0
12008	0	0	0	0	0	1	1	1	1	0	0	0	0	0
12009	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1201	1	1	1	1	1	1	1	1	1	1	0	0	0	0
12010	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12011	0	0	0	0	0	0	1	1	1	0	0	0	0	0
12012	0	1	1	1	1	1	1	1	1	0	0	0	0	0
12013	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12014	1	5	1	1	1	1	1	1	1	2	1	1	1	1
12015	1	1	1	1	1	1	1	1	1	0	0	0	0	1
12016	0	0	0	0	0	0	0	0	0	0	0	1	0	0
12017	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12018	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12019	0	0	0	0	0	0	0	0	0	1	0	1	1	1
1202	2	1	1	1	1	2	1	2	1	3	0	3	1	2
12020	1	0	1	1	1	1	1	1	1	1	1	1	1	1
12021	0	0	0	0	0	0	0	0	0	1	1	1	1	1
12022	0	0	0	0	0	0	0	0	0	1	0	1	1	0
12023	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12024	0	0	0	0	1	0	1	1	1	0	0	0	0	0
12025	2	1	1	1	1	1	1	1	1	1	1	1	1	2
12026	0	0	0	0	0	0	0	0	0	1	1	1	0	1
12027	0	1	1	1	1	1	1	1	1	0	0	0	0	0
12028	1	0	1	1	1	1	1	1	1	0	0	0	1	1
12029	1	1	1	1	1	1	1	1	1	1	1	1	3	4
1203	1	0	0	1	0	0	1	1	1	0	0	0	0	0
12030	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12031	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12032	1	0	0	0	0	0	0	0	0	0	0	0	0	0
12033	0	0	0	0	0	0	0	0	0	0	1	0	0	0
12034	1	1	1	1	1	1	1	1	1	1	1	1	2	10
12035	0	0	0	0	0	0	1	0	1	0	0	0	0	0
12036	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12037	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12038	1	1	1	1	1	1	0	0	0	1	1	0	1	1
12039	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1204	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12040	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12041	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12042.1	9	8	10	12	10	12	9	12	11	7	6	6	10	20
12042.2	0	0	1	1	1	0	1	1	2	1	1	1	1	0
12043	1	1	1	1	2	1	1	1	1	1	1	1	1	2
12044	0	0	0	0	1	0	0	0	0	0	0	0	0	0
12045	0	0	0	0	0	0	0	0	0	0	0	1	0	0
12046	0	0	0	0	0	0	0	0	0	1	0	0	0	0
12047	1	0	1	2	1	1	0	1	0	0	0	0	0	0
12048	1	1	1	1	1	1	1	1	1	1	1	2	2	1
12049	1	2	1	1	2	2	2	2	2	1	1	1	2	2
1205	0	0	1	0	1	1	1	1	0	0	0	0	0	0
12050	0	0	1	1	1	0	0	0	0	0	0	0	0	0
12051	0	0	0	0	0	0	0	1	1	0	0	0	0	0
12052	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12053	0	0	1	1	1	1	1	1	1	0	0	0	0	0
12054	1	1	1	1	1	1	1	1	1	0	0	0	0	0
12055	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12056	1	1	1	2	1	1	1	1	1	1	1	1	1	2
12057	0	0	0	0	0	0	0	0	0	0	0	0	2	1
12058	0	0	0	0	0	0	0	0	0	1	1	1	1	1
12059	6	3	2	3	2	3	4	2	3	0	0	0	0	0
1206	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12060	1	1	0	0	0	0	1	0	0	1	1	1	1	1
12061	1	1	1	1	1	1	1	1	1	1	1	1	2	1
12062	1	3	1	1	1	1	2	1	1	0	0	0	0	0
12063	0	0	0	1	0	4	0	0	0	0	0	0	0	0
12064	1	0	1	0	0	1	0	1	1	1	1	1	1	1
12065	0	0	1	1	0	0	0	0	0	0	0	0	0	0
12066	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12067	0	0	0	0	0	0	0	0	0	1	1	1	1	1
12068	1	1	1	1	1	1	1	1	1	1	1	1	1	2
12069	1	1	1	1	1	1	1	1	1	1	1	0	2	1
1207	0	0	0	0	0	0	0	0	0	1	0	0	1	0
12070	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12071	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12072	1	1	1	1	1	1	1	1	1	1	1	1	2	2
12073	1	1	1	1	1	1	1	1	1	1	0	2	1	2
12074	0	0	0	0	0	0	0	0	0	2	1	2	0	0
12075	0	0	1	1	1	1	0	1	1	0	0	0	0	0
12076	0	0	0	0	0	0	0	0	0	0	0	0	1	2
12077	0	0	0	0	0	0	0	0	0	1	0	1	1	1
12078	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12079	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1208	0	0	0	0	1	0	0	0	0	0	0	0	0	0
12080	0	0	0	0	0	0	0	0	0	0	0	0	2	9
12081	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12082	0	0	0	0	0	0	0	0	0	0	0	0	1	1
12083	0	0	2	2	0	0	0	0	0	0	0	0	0	0
12084	0	0	0	0	0	0	0	0	0	2	1	1	1	1
12085	0	0	1	1	1	1	1	1	1	0	0	0	0	0
12086	2	1	1	1	1	1	1	1	1	0	0	0	0	0
12087	0	0	0	0	1	0	0	0	0	0	0	0	0	0
12088	1	0	1	1	1	1	1	1	1	1	1	1	1	1
12089	2	1	1	2	2	2	2	1	2	0	0	1	0	0
1209	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12090	0	0	0	0	1	0	0	0	1	0	0	0	1	1
12091	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12092	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12093	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12094	0	0	0	0	0	0	0	0	0	0	0	1	1	1
12095	0	0	0	0	0	0	0	0	0	1	0	0	0	0
12096	0	0	0	0	0	0	0	0	1	0	0	0	1	0
12097	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12098	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12099	0	0	0	0	0	0	0	0	0	1	0	1	1	2
121	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1210.1	1	1	0	0	0	0	0	0	0	1	1	1	0	0
1210.2	0	0	1	1	1	1	1	1	1	1	1	1	1	2
12100	0	0	0	1	1	0	0	0	0	0	0	0	0	0
12101	1	1	1	1	1	1	1	1	1	1	1	1	2	4
12102	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12103.1	1	2	2	2	2	3	2	3	2	4	4	4	7	4
12103.2	1	1	1	1	1	1	1	1	1	2	2	2	2	2
12104	1	1	1	1	1	1	1	1	1	5	1	1	1	1
12105	3	1	2	2	2	3	2	4	2	0	0	0	2	1
12106	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12107	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12108	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12109	1	0	1	1	1	1	1	1	1	0	0	0	0	0
1211	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12110	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12111	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12112	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12113	0	0	1	1	1	0	1	1	1	0	0	0	0	0
12114	1	1	1	1	1	1	1	0	1	0	0	0	0	0
12115	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12116	0	0	0	0	0	0	1	1	0	0	0	0	0	0
12117	0	0	0	0	0	0	0	1	1	0	0	0	0	0
12118	2	3	2	2	2	2	2	2	2	1	1	1	1	0
12119	1	0	1	1	1	1	1	1	1	1	1	1	2	2
1212	1	1	0	1	1	1	1	1	1	0	0	0	0	0
12120	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12121	1	1	1	1	1	1	1	1	1	1	1	1	2	1
12122	1	1	1	1	1	1	1	1	1	1	1	0	1	1
12123	1	1	3	3	3	3	3	3	3	1	1	1	1	0
12124	0	0	0	0	0	0	0	0	0	1	0	0	0	0
12125	1	0	0	0	0	0	0	0	0	0	0	0	0	0
12126	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12127	1	1	1	1	1	1	1	1	1	1	0	1	1	1
12128	2	1	0	0	1	1	1	1	1	0	1	1	1	1
12129	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1213	3	0	4	4	4	4	5	4	4	2	1	2	2	4
12130	0	0	1	1	0	0	0	1	0	0	0	0	0	0
12131	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12132.1	1	1	1	1	1	1	1	1	1	1	1	2	0	1
12132.2	1	1	1	1	1	1	1	1	2	1	1	1	1	2
12133	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12134	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12135	1	1	1	1	1	1	1	1	1	0	0	0	0	0
12136	0	0	0	0	1	0	0	0	0	0	0	0	0	0
12137	0	0	0	0	1	0	0	0	0	0	0	0	0	0
12138	1	1	1	1	1	1	1	1	1	1	0	1	1	1
12139	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1214	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12140	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12141	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12142	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12143	0	0	1	1	1	1	0	1	1	0	0	0	0	0
12144	1	1	1	1	1	1	1	1	1	0	0	1	0	0
12145	2	3	1	1	1	1	1	1	1	1	1	1	1	2
12146	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12147	1	0	1	1	1	1	1	1	1	1	1	1	1	1
12148	0	0	1	0	0	0	0	0	0	0	0	0	0	0
12149	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1215	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12150	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12151	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12152	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12153	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12154	1	0	3	3	2	3	2	2	3	0	0	0	0	0
12155	1	0	1	1	1	1	1	1	1	0	0	0	0	0
12156	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12157	0	0	1	1	1	1	1	1	1	0	0	0	0	0
12158	1	0	0	0	0	0	0	0	0	0	0	1	0	0
12159	1	2	1	1	1	1	1	1	1	1	1	1	1	2
1216	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12160	1	0	0	0	0	0	0	0	0	0	0	0	0	0
12161	1	1	1	1	1	1	1	1	1	2	1	1	1	0
12162	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12163	1	1	1	1	1	1	1	1	1	1	1	1	1	2
12164	0	0	1	0	0	0	0	0	0	0	0	0	0	0
12165	2	3	2	2	2	2	2	2	2	7	5	5	16	4
12166	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12167	1	1	1	1	3	2	2	2	2	0	0	0	0	0
12168	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12169	1	0	1	1	1	1	1	1	1	0	0	0	0	0
1217	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12170	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12171	0	0	0	0	0	0	0	1	1	0	0	0	0	0
12172	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12173	0	0	0	0	0	0	0	0	0	0	0	0	1	2
12174	1	0	0	0	0	0	0	0	0	0	0	0	0	0
12175	0	0	0	0	0	0	0	0	0	0	0	0	2	2
12176	1	2	1	1	1	1	1	1	1	1	1	1	1	1
12177	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12178	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12179	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1218	0	1	0	1	1	1	1	1	1	1	0	0	1	2
12180	1	0	1	1	1	1	0	1	1	0	1	0	1	0
12181	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12182	0	0	0	0	0	0	0	0	0	1	0	0	0	0
12183	2	1	1	1	1	1	1	1	1	0	0	0	1	0
12184	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12185	0	0	0	0	0	0	0	1	2	0	0	0	0	0
12186	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12187	1	0	1	1	1	1	1	1	1	0	0	0	0	0
12188	1	1	0	0	0	0	0	1	1	0	0	0	0	0
12189.1	1	1	1	1	1	1	1	1	1	1	2	1	0	0
12189.2	0	3	0	0	0	0	0	0	0	1	1	2	2	1
1219	0	0	0	0	0	0	0	0	0	0	1	1	0	1
12190	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12191	1	1	1	1	1	1	1	1	1	1	1	1	1	10
12192	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12193	1	1	1	2	1	1	1	1	1	1	1	1	1	2
12194	1	0	1	1	1	1	0	1	1	0	0	0	0	0
12195	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12196	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12197	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12198	0	0	0	0	0	0	0	0	0	1	1	1	1	0
12199	0	0	0	0	0	0	0	0	0	1	0	0	2	1
122	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1220	0	0	0	0	1	0	0	0	0	0	0	0	0	0
12200	0	0	0	0	0	0	0	0	0	0	1	0	0	0
12201	1	0	1	1	1	1	1	1	1	0	0	0	0	0
12202	0	1	1	1	1	1	1	1	1	1	0	0	0	1
12203	2	1	1	1	1	1	1	1	1	1	1	1	1	0
12204	1	0	1	1	1	1	1	1	1	1	1	1	4	1
12205	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12206	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12207	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12208	0	0	0	0	0	0	0	0	0	0	0	0	1	1
12209	1	1	1	1	1	1	1	1	1	0	0	0	0	0
1221	1	0	1	1	1	1	1	1	1	1	1	1	1	1
12210	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12211	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12212	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12213	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12214	1	1	1	1	1	1	1	1	1	1	1	2	1	1
12215	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12216	0	1	0	0	0	0	0	0	0	1	1	1	2	1
12217	0	0	0	0	1	0	0	0	1	0	0	0	0	0
12218	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12219	1	1	1	1	1	1	1	1	1	1	1	1	0	1
1222	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12220	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12221	1	0	1	1	1	1	1	1	1	1	1	1	1	2
12222	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12223	0	0	1	1	1	1	1	0	0	0	0	0	0	0
12224	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12225	0	0	1	1	1	0	1	1	0	0	0	0	0	0
12226	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12227	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12228	2	2	2	2	2	2	2	2	2	1	0	1	1	1
12229	0	0	1	1	1	1	0	0	0	0	0	0	0	0
1223	0	0	0	0	0	0	0	0	0	1	0	0	0	0
12230	0	0	0	0	0	0	0	0	0	1	0	0	0	0
12231	1	2	1	1	1	1	1	1	1	0	0	0	0	0
12232	1	0	0	0	0	0	1	0	0	0	0	0	0	0
12233	0	0	0	0	0	0	0	0	0	0	1	0	0	0
12234	0	0	0	2	0	1	1	1	1	0	0	0	0	0
12235	0	0	0	0	0	0	0	0	0	0	1	1	0	1
12236	0	0	0	0	0	0	0	0	0	1	0	1	0	0
12237	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12238	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12239	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1224	1	2	1	1	1	1	1	1	1	1	1	1	1	1
12240	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12241	1	0	1	0	0	1	0	1	1	1	1	0	1	1
12242	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12243	0	0	0	0	0	0	0	0	0	1	0	0	0	0
12244	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12245	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12246	0	0	0	0	0	0	0	0	0	1	1	2	1	1
12247	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12248	0	0	1	1	0	0	0	0	0	0	0	0	0	0
12249	0	0	1	0	0	0	1	0	1	0	0	0	0	0
1225	0	0	0	0	0	0	0	0	0	1	1	1	1	1
12250	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12251	0	0	0	0	0	0	0	0	0	1	1	1	0	0
12252	1	1	1	1	1	2	1	1	1	1	1	0	0	2
12253	1	1	1	1	1	2	1	1	1	1	1	1	1	1
12254	0	0	0	0	0	0	0	0	0	1	0	0	1	1
12255	1	1	1	2	1	1	1	1	1	0	0	0	0	0
12256	0	0	0	0	0	0	0	0	0	0	1	1	1	1
12257	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12258	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12259	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1226	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12260	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12261	0	0	0	0	0	0	0	0	0	1	1	0	1	1
12262	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12263	1	1	0	0	0	0	0	0	0	0	0	1	1	1
12264	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12265	1	0	1	1	1	1	1	1	1	1	1	1	1	1
12266	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12267	0	0	0	0	0	0	0	0	0	1	0	0	0	0
12268	0	0	0	0	0	0	0	0	0	1	1	1	1	1
12269	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1227	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12270	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12271	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12272	1	1	1	2	1	1	1	1	1	1	1	1	1	1
12273	1	2	1	1	1	0	1	0	0	1	0	1	1	1
12274	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12275	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12276	0	0	0	0	0	0	0	0	0	1	2	1	1	1
12277	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12278	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12279	1	1	1	1	1	1	1	1	1	0	0	0	0	0
1228	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12280	0	0	0	0	0	0	0	0	0	0	0	0	3	3
12281.1	3	1	1	1	1	1	1	1	1	1	1	1	1	6
12281.2	1	1	1	1	1	1	1	1	1	1	1	1	1	4
12282	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12283	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12284	0	0	1	1	1	0	0	0	0	0	0	0	0	0
12285	1	0	0	0	0	0	0	0	0	0	1	0	0	0
12286	0	0	1	1	1	1	1	1	1	1	0	1	2	1
12287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12288	2	1	1	1	1	1	1	1	1	1	1	1	1	2
12289	1	1	1	1	1	1	1	1	1	1	1	1	0	2
1229	1	1	1	1	1	1	1	1	1	0	0	0	0	0
12290	0	0	0	0	0	0	0	0	0	1	0	0	1	1
12291	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12292	1	1	1	1	1	1	1	1	1	1	1	1	1	2
12293	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12294	1	1	1	1	1	1	1	1	1	1	1	1	1	2
12295	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12296	0	0	0	0	1	0	0	0	0	0	0	0	0	0
12297	1	2	1	1	1	1	1	1	1	1	1	1	1	0
12298	1	0	1	1	1	1	1	1	1	0	0	0	0	1
12299	0	0	0	0	0	0	0	0	0	1	0	0	0	0
123	1	1	0	1	1	1	1	2	1	1	1	1	1	1
1230	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12300	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12301	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12302	0	0	1	1	1	1	0	0	0	0	0	0	0	0
12303	1	2	1	1	1	1	2	1	1	1	1	1	1	6
12304	0	0	1	1	1	1	1	0	1	0	0	0	0	0
12305	0	0	0	0	1	0	0	0	0	0	0	0	0	0
12306	0	0	0	0	0	1	0	1	0	0	0	0	0	0
12307	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12308	1	0	0	1	1	1	0	1	1	0	0	0	0	0
12309	0	1	0	1	0	0	0	1	0	1	0	0	0	1
1231	0	0	1	1	1	0	0	0	0	0	0	0	0	0
12310	0	0	0	0	0	0	0	0	0	1	0	1	1	1
12311	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12312	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12313	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12314	0	0	0	0	0	0	0	0	0	1	0	1	0	1
12315	0	1	0	1	1	1	1	1	1	0	0	0	0	0
12316	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12317	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12318	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12319	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1232	1	5	1	1	2	2	1	1	1	0	0	0	0	0
12320	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12321	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12322	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12323	0	0	0	0	0	0	0	0	0	0	0	0	2	1
12324	1	0	1	1	1	1	1	1	1	1	0	1	1	1
12325	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12326	0	0	1	1	1	0	0	1	1	0	0	0	0	0
12327	0	0	0	0	0	0	0	0	0	0	1	1	0	1
12328	1	3	1	1	1	1	2	1	1	1	1	1	1	1
12329	1	1	1	1	1	1	1	1	1	1	2	1	1	1
1233	0	0	0	0	0	0	0	0	0	1	0	0	0	0
12330	0	1	0	0	0	0	0	1	0	0	0	0	0	0
12331	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12332	1	1	1	1	1	1	1	1	1	2	3	2	2	3
12333	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12334	0	0	1	1	1	1	1	1	1	0	0	0	0	0
12335	0	0	0	0	0	0	0	0	0	1	0	0	0	0
12336	0	0	0	0	0	0	0	0	0	1	1	1	0	0
12337	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12338	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12339	1	1	0	1	1	0	1	1	0	0	0	0	0	0
1234	1	1	1	1	1	1	1	1	1	1	1	1	0	1
12340	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12341	0	0	0	0	0	0	0	0	0	0	1	0	0	0
12342	1	0	1	1	1	1	1	2	10	0	0	0	0	0
12343	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12344	1	1	1	1	1	1	1	1	1	1	0	1	1	1
12345	2	1	1	2	1	1	1	1	1	1	0	1	1	1
12346	0	0	1	1	0	0	0	0	0	0	0	0	0	0
12347	0	0	0	0	0	0	0	0	0	1	0	1	1	2
12348	1	0	1	1	1	1	1	1	1	0	0	0	0	0
12349	1	2	1	1	1	1	1	1	1	1	1	1	1	2
1235	0	0	0	0	1	0	0	0	0	0	0	0	0	0
12350	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12351	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12352	0	0	1	0	0	2	0	1	1	0	0	0	0	0
12353	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12354	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12355	0	0	0	0	1	0	0	0	0	0	0	0	0	0
12356	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12357	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12358	1	2	1	1	1	3	1	1	1	1	1	1	1	1
12359	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1236	2	2	3	3	3	3	3	3	3	4	4	3	4	3
12360	0	0	0	0	1	0	0	0	0	0	0	0	0	0
12361	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12362	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12363	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12364	0	0	1	1	0	1	1	0	0	0	0	0	0	0
12365	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12366	2	0	1	1	1	1	1	1	1	1	1	1	1	1
12367	0	0	0	0	0	0	0	0	0	1	1	1	1	1
12368	0	0	0	0	1	0	0	0	0	0	0	0	0	0
12369	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1237	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12370	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12371	0	0	0	1	1	0	0	1	0	0	0	0	0	0
12372	0	0	1	1	0	0	0	0	0	0	0	0	0	0
12373	0	1	0	0	0	0	0	0	0	0	0	0	0	0
