ogs	musDom	gloMor	droMel	droYak	droAna	droPse	droWil	droMoj	droVir	anoGam	anoDar	anoSte	aedAeg	culQui
10384.2.1.1.1	9	3	9	13	8	15	4	6	21	10	4	8	14	27
10384.2.1.2.1	0	1	0	0	0	0	0	0	0	1	0	2	4	0
10384.2.1.2.2	1	0	0	0	0	0	0	0	0	0	0	0	11	1
10384.2.1.1.2.2	0	0	0	0	1	6	0	0	1	4	1	1	3	17
10384.2.1.1.2.1.2	1	0	0	0	0	0	0	0	0	1	1	1	8	5
10384.2.1.1.2.1.1.1.2	3	0	0	0	0	0	0	0	0	1	0	1	8	2
10384.2.1.1.2.1.1.2.1	0	1	0	0	0	0	0	1	0	3	1	2	16	20
10384.2.1.1.2.1.1.1.1.1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
10384.2.1.1.2.1.1.1.1.2	1	2	1	1	1	1	1	1	1	5	3	3	7	8
10384.2.1.1.2.1.1.2.2.1	2	2	0	0	0	0	0	0	0	0	0	0	3	5
10384.2.1.1.2.1.1.2.2.2.1	1	0	0	0	0	0	0	0	0	0	0	0	9	0
10384.2.1.1.2.1.1.2.2.2.2	2	2	0	1	1	1	1	0	0	1	1	0	1	2
10385	0	0	1	1	1	1	1	1	1	0	0	0	0	0
10386	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10387	0	0	0	0	0	0	0	0	0	0	0	1	0	1
10388	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10389	3	0	2	2	2	2	3	2	2	0	0	0	0	0
1039	2	1	1	1	1	1	1	1	1	1	1	0	0	0
10390	2	1	1	1	1	1	1	1	1	1	1	1	1	1
10391	1	0	1	1	1	1	0	1	1	0	0	0	0	0
10392	1	1	1	1	1	1	1	1	1	1	0	1	1	5
10393	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10394	0	0	0	0	0	0	0	0	0	1	1	0	0	0
10395	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10396	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10397	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10398	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10399	0	0	0	1	0	0	0	0	0	0	0	0	0	0
104	0	0	0	0	0	0	0	0	0	0	1	1	0	1
1040	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10400	0	0	0	0	0	0	0	0	0	1	1	1	1	2
10401.1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
10401.2	1	1	1	1	1	1	1	1	2	1	1	1	2	1
10402	0	0	1	1	0	0	0	0	0	0	0	0	0	0
10403	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10404	0	0	0	0	0	0	0	0	0	1	1	1	1	1
10405	0	0	0	0	0	0	0	0	0	0	0	0	1	1
10406	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10407	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10408	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10409	3	1	1	1	1	0	0	1	1	0	0	0	0	0
1041	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10410	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10411	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10412	0	0	0	0	0	0	0	0	0	1	1	1	0	0
10413	0	0	0	0	0	0	0	0	0	0	0	1	1	2
10414	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10415	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10416	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10417	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10418	0	0	1	1	1	1	1	1	1	0	0	0	0	0
10419	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1042	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10420	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10421	0	0	0	0	0	0	0	0	1	0	0	0	0	2
10422	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10423	1	1	1	2	1	1	1	1	1	0	0	0	0	0
10424	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10425	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10426	1	1	0	1	1	1	1	1	1	0	1	0	1	1
10427	0	0	1	1	3	1	2	1	2	0	0	0	0	0
10428	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10429	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1043	1	2	1	1	1	1	3	1	1	1	1	1	1	5
10430	0	0	1	1	1	1	1	0	0	0	0	0	0	0
10431	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10432	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10433	1	1	1	1	1	1	1	1	1	1	1	1	2	0
10434	0	0	0	0	0	0	0	0	0	0	1	0	0	1
10435	0	2	0	1	0	0	0	4	0	0	0	0	0	0
10436	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10437	0	0	0	0	0	0	0	0	0	0	0	0	1	10
10438	0	0	1	1	1	1	1	1	1	0	0	0	0	0
10439	0	0	1	1	1	1	1	0	0	0	0	0	0	0
1044	0	0	0	0	0	0	0	0	0	0	0	1	0	0
10440	0	0	0	0	0	0	0	0	0	1	0	1	1	1
10441	1	2	1	1	1	1	1	1	1	1	1	1	1	1
10442	1	1	1	1	1	1	1	1	1	0	0	0	0	1
10443	0	0	0	0	0	0	0	0	0	0	0	1	0	3
10444	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10445	0	0	1	1	1	0	1	0	0	0	0	0	0	0
10446	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10447	1	0	1	1	1	1	1	1	1	1	1	1	1	1
10448	0	0	0	0	0	0	0	0	0	1	0	1	1	1
10449	0	0	0	0	0	0	0	0	0	1	1	1	1	1
1045	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10450	1	2	1	2	1	1	1	1	1	1	1	1	1	1
10451	0	0	0	0	0	0	0	0	0	3	1	1	1	2
10452	1	2	1	1	1	2	1	1	1	1	1	1	1	4
10453	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10454	0	1	0	0	1	1	0	1	1	0	0	0	0	0
10455	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10456	1	1	1	1	1	1	1	2	1	1	1	1	1	1
10457	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10458	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10459	0	0	0	0	0	0	0	0	0	1	1	1	1	1
1046	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10460	1	4	1	1	1	1	1	1	1	1	1	1	0	1
10461	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10462	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10463	0	0	0	0	0	0	0	0	0	1	1	1	1	1
10464	1	0	1	2	1	1	1	1	1	1	1	1	1	2
10465	0	0	1	1	1	0	4	1	0	0	0	0	0	0
10466	1	2	1	1	1	1	1	1	1	1	2	0	2	1
10467	1	1	1	1	1	1	1	1	1	0	0	1	0	0
10468	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10469	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1047	1	1	1	1	1	1	2	1	1	1	1	1	2	2
10470	14	1	2	2	2	2	2	2	2	0	0	0	0	0
10471	1	1	1	1	1	1	1	1	1	1	0	1	1	1
10472	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10473	0	0	0	1	1	0	0	1	0	0	1	0	0	0
10474	4	0	3	3	6	4	2	6	7	4	3	0	1	1
10475	0	0	0	0	0	0	0	0	0	0	0	1	1	1
10476	0	0	0	0	0	0	0	0	0	1	1	1	1	1
10477	1	0	1	1	1	1	1	1	1	1	1	2	2	1
10478	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10479	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1048	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10480	1	1	1	1	1	1	1	1	1	1	1	1	2	1
10481	1	1	1	1	1	1	1	1	1	1	1	1	1	8
10482	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10483	1	1	1	1	1	1	1	1	1	1	0	1	1	1
10484	1	2	1	1	1	1	1	1	1	1	1	1	2	1
10485	0	0	0	0	0	0	0	0	0	1	1	1	1	1
10486	0	0	0	0	0	0	0	0	0	4	0	1	0	0
10487	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10488	1	2	1	1	1	1	1	1	1	1	1	1	1	1
10489	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1049	0	0	0	0	0	0	0	0	0	0	0	0	1	1
10490	0	0	0	0	1	0	1	0	0	0	0	0	0	0
10491	0	0	1	1	1	1	0	1	1	0	0	0	0	0
10492	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10493	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10494	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10495	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10496	1	1	1	1	1	1	1	1	1	1	1	1	2	1
10497	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10498	2	1	1	1	1	1	1	1	1	1	1	1	1	1
10499	0	0	0	0	0	0	0	1	0	0	0	0	0	0
105	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1050	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10500	1	1	1	1	1	1	1	1	1	1	1	1	2	1
10501.1	1	0	1	1	1	1	1	1	1	0	0	0	1	1
10501.2	1	1	1	1	1	1	2	0	0	6	4	3	8	9
10502	0	0	0	0	0	0	0	0	0	0	1	2	1	1
10503	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10504	1	1	1	1	2	1	2	2	1	1	1	1	2	2
10505	0	1	1	1	1	1	4	1	1	0	0	1	0	0
10506	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10507	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10508	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10509	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1051	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10510	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10511	0	0	0	0	0	0	0	0	0	1	0	1	1	1
10512	1	0	1	1	1	1	2	1	1	1	1	1	1	1
10513	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10514	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10515	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10516	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10517	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10518	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10519	1	1	1	1	1	1	1	1	1	1	1	1	1	2
1052	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10520	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10521	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10522	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10523	0	0	0	0	0	0	0	0	0	1	1	1	1	1
10524	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10525	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10526	1	1	1	2	1	1	1	1	1	1	1	1	2	1
10527	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10528	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10529	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1053	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10530	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10531	0	1	0	0	0	0	0	0	0	1	1	1	1	1
10532	1	0	1	1	1	1	1	1	1	1	1	1	1	1
10533	2	1	2	2	2	2	1	2	2	0	0	0	0	0
10534	1	1	1	1	1	1	1	1	1	2	1	1	2	1
10535	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10536	0	0	0	0	0	0	0	0	0	3	0	2	0	0
10537	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10538	0	0	0	0	0	0	0	1	1	0	0	0	0	0
10539	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1054	0	0	1	1	1	1	0	0	0	0	0	0	0	0
10540	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10541	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10542	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10543	0	0	0	1	1	1	1	1	1	0	0	0	0	0
10544	0	0	0	1	0	0	0	0	0	0	0	0	1	2
10545	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10546	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10547	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10548	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10549	0	0	0	0	0	0	0	0	0	0	1	1	0	0
1055	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10550	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10551	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10552	1	0	1	1	1	1	1	1	1	2	1	1	1	1
10553	1	0	1	2	1	1	1	1	1	1	1	1	1	2
10554	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10555	1	1	2	3	1	1	1	1	1	0	0	0	0	0
10556	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10557	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10558.1	3	3	2	4	2	2	2	2	3	1	0	1	0	0
10558.2	1	1	1	1	1	1	1	1	1	1	0	1	1	2
10559	2	0	0	0	0	3	0	0	0	0	0	0	0	0
1056	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10560	2	1	1	1	1	1	1	1	1	1	2	2	1	2
10561	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10562	0	0	0	0	0	0	0	0	0	1	1	1	0	0
10563	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10564	0	0	0	0	0	0	0	0	0	1	1	1	1	1
10565	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10566	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10567	1	1	1	1	1	1	1	2	1	1	1	1	1	1
10568	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10569	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1057	1	1	1	1	1	1	1	1	1	1	1	0	1	1
10570	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10571	1	1	1	1	2	1	1	1	1	1	1	1	1	1
10572	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10573	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10574	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10575	0	0	0	0	0	0	0	0	0	0	0	1	0	0
10576	0	1	0	0	0	0	0	0	0	0	1	1	1	1
10577	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10578	1	4	1	1	1	1	1	1	1	2	1	1	1	1
10579	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1058	0	0	0	0	0	0	0	0	0	1	1	1	1	1
10580	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10581	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10582	0	0	0	0	0	0	0	0	0	0	0	0	1	1
10583	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10584	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10585	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10586	1	1	1	1	1	1	1	1	1	1	1	1	1	0
10587	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10588	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10589	0	0	0	0	0	0	0	0	0	1	2	2	0	1
1059	2	1	1	1	1	1	1	1	1	1	1	1	1	1
10590	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10591	2	1	1	1	1	1	1	1	1	1	1	1	1	1
10592	0	0	0	0	0	0	0	0	0	2	1	0	0	0
10593	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10594	0	0	0	0	0	0	0	0	0	1	1	1	2	1
10595	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10596	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10597	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10598	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10599	0	0	1	1	1	1	1	1	1	0	0	0	0	0
106	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1060	0	0	0	0	0	0	0	0	0	1	0	0	1	1
10600	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10601	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10602	0	0	0	0	0	0	0	1	1	0	0	0	0	0
10603	0	0	0	0	0	0	0	0	0	1	1	1	10	27
10604	1	2	1	1	1	1	1	1	1	1	1	1	1	1
10605	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10606	3	1	1	1	1	1	1	1	1	0	0	0	0	0
10607	1	1	1	1	2	1	1	1	1	1	1	1	1	1
10608	0	0	0	0	0	0	0	0	0	1	0	1	0	0
10609	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1061	0	0	0	0	0	0	0	0	0	1	1	0	1	1
10610	1	1	1	1	1	1	2	1	1	2	1	1	1	2
10611	1	1	1	1	1	1	1	2	2	1	1	1	1	2
10612	0	0	0	0	0	0	0	0	0	0	0	1	0	0
10613	0	0	1	1	1	0	0	0	0	0	0	0	0	0
10614	0	0	0	0	0	0	0	0	0	1	0	1	2	1
10615	11	5	3	3	3	3	3	4	3	4	4	5	10	24
10616	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10617	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10618	0	0	1	1	1	1	1	1	1	0	0	0	0	0
10619	1	0	3	1	1	1	1	1	1	1	0	1	0	1
1062	0	0	0	0	0	0	0	1	1	0	0	0	0	0
10620	1	1	1	1	1	1	0	1	1	0	0	0	0	0
10621	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10622	1	1	1	1	1	1	1	1	1	1	1	1	2	2
10623	18	1	3	2	3	5	3	2	3	0	0	0	0	1
10624	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10625	5	0	0	1	1	0	1	1	0	0	0	0	0	0
10626	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10627	0	0	1	1	1	1	1	1	1	0	0	0	0	0
10628	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10629	1	1	1	1	1	1	1	1	1	1	1	1	2	0
1063	0	0	0	0	0	0	0	0	0	0	0	1	0	0
10630	1	1	1	1	1	1	1	1	1	1	0	1	1	1
10631	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10632	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10633	1	2	1	1	1	1	1	1	1	0	0	0	0	0
10634	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10635	1	1	1	1	1	1	1	1	1	1	1	1	2	0
10636	1	0	1	1	1	0	1	0	0	0	0	0	0	0
10637	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10638	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10639	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1064	1	0	0	0	0	0	1	0	0	0	0	0	0	0
10640	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10641	0	0	0	0	0	0	0	0	0	1	1	1	0	1
10642	3	1	7	8	4	6	3	1	2	0	0	0	0	0
10643	3	1	1	1	1	1	1	2	2	1	1	1	1	1
10644	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10645	0	0	1	1	1	1	0	0	0	0	0	0	0	0
10646	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10647	1	1	1	2	1	1	1	3	2	0	0	0	1	2
10648	1	0	1	1	1	1	1	1	1	0	0	0	0	0
10649	0	0	0	0	0	0	0	0	0	0	1	0	0	1
1065	0	0	1	1	1	1	14	0	0	0	0	0	0	0
10650	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10651	0	0	0	0	0	0	0	0	0	1	0	1	0	0
10652	1	1	1	1	1	1	1	1	1	1	0	0	0	0
10653	1	0	0	0	0	0	0	0	0	1	1	1	1	1
10654	1	1	1	1	1	1	1	1	1	1	1	1	2	5
10655	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10656	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10657	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10658	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10659	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1066	0	0	1	1	1	1	0	1	1	0	0	0	0	0
10660	1	0	1	1	1	3	1	1	1	0	0	0	0	0
10661	0	0	0	0	0	0	0	0	0	1	0	1	0	0
10662	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10663	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10664	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10665	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10666	1	0	1	1	1	1	1	1	1	0	0	0	0	0
10667	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10668	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10669	0	0	0	0	0	0	0	0	0	0	0	1	1	2
1067	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10670	1	1	1	1	1	1	2	1	1	1	1	1	1	1
10671	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10672	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10673	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10674	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10675	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10676	0	0	0	0	0	1	1	1	0	0	0	0	0	0
10677	0	0	0	0	0	0	0	0	0	1	0	1	0	0
10678	1	3	4	3	4	3	3	2	3	0	0	0	0	0
10679	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1068	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10680	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10681	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10682	2	3	2	0	0	2	0	0	0	1	1	1	1	1
10683	0	0	0	0	0	0	0	0	0	0	0	0	1	1
10684	0	0	1	1	1	1	1	2	1	0	0	0	0	0
10685	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10686	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10687	1	0	1	1	1	2	1	1	1	0	0	0	0	0
10688.1	1	0	1	1	1	1	1	1	1	1	2	1	1	0
10688.2	1	1	1	1	1	1	1	1	1	1	1	1	1	3
10689	0	0	1	1	1	1	1	1	0	0	0	0	0	0
1069	1	1	1	1	1	1	1	1	1	1	0	0	1	2
10690	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10691	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10692	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10693	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10694	1	1	0	0	0	0	0	0	0	0	0	0	0	0
10695	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10696	1	1	1	1	1	1	1	1	1	0	0	0	0	0
10697	0	0	0	0	0	0	0	0	0	0	1	0	0	0
10698	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10699	0	1	0	0	0	0	0	0	0	0	0	0	0	0
107	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1070	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10700	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10701	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10702	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10703	1	1	1	1	1	1	1	1	1	1	0	1	1	1
10704	1	1	1	1	1	1	1	1	1	0	0	0	0	1
10705	0	0	0	0	0	0	0	0	0	0	0	0	1	2
10706	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10707	1	0	1	1	1	1	1	1	0	1	0	1	0	0
10708	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10709	0	0	0	1	1	1	0	0	0	0	0	0	0	0
1071	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10710	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10711	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10712	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10713	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10714	0	0	0	0	0	0	0	0	0	0	0	0	4	1
10715	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10716	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10717	1	1	1	1	1	1	1	1	1	1	1	2	1	1
10718	0	1	1	1	1	1	1	1	1	0	0	0	0	0
10719	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1072.1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1072.2	1	0	1	1	1	1	1	1	1	3	4	3	3	4
10720	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10721	0	0	0	0	0	0	0	0	0	0	0	0	1	1
10722	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10723	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10724	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10725	0	0	0	0	1	0	1	0	0	0	0	0	0	0
10726	0	1	1	1	1	1	1	1	1	0	0	0	0	0
10727	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10728	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10729	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1073	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10730	0	0	0	1	0	0	1	0	0	0	0	0	0	0
10731	0	0	0	0	0	0	0	0	0	1	0	0	2	1
10732	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10733	1	1	1	1	1	1	1	1	1	1	1	1	2	1
10734	0	0	1	1	1	1	0	1	1	0	0	0	0	0
10735	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10736	2	1	1	1	1	1	1	1	1	1	0	1	1	1
10737	1	0	1	1	1	1	1	1	1	0	0	0	0	0
10738	1	0	1	0	0	0	0	1	1	0	0	0	0	0
10739	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1074	0	0	0	0	0	0	0	0	0	1	1	1	1	1
10740	0	0	0	0	0	0	0	0	0	0	0	0	2	1
10741	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10742	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10743	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10744	0	0	0	0	0	0	0	0	0	0	0	1	0	0
10745	1	0	1	1	1	1	1	1	1	1	1	1	1	1
10746	1	1	1	1	1	1	1	1	1	1	1	1	1	5
10747	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10748	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10749	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1075	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10750	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10751	1	0	1	1	1	1	2	1	1	1	1	1	1	1
10752	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10753	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10754	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10755	1	2	1	1	1	1	1	1	1	1	1	1	1	1
10756	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10757	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10758	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10759	1	1	1	1	1	1	1	1	1	1	1	1	1	2
1076	1	1	1	1	1	1	1	1	2	4	3	4	3	5
10760	0	0	1	1	0	0	0	0	0	0	0	0	0	0
10761	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10762	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10763	0	1	0	0	1	1	1	1	1	0	0	0	0	0
10764	0	1	0	0	0	0	0	0	0	0	0	0	0	0
10765	0	0	0	1	0	2	0	1	0	0	0	0	0	0
10766	36	2	18	18	20	16	18	12	14	42	15	20	62	92
10767	1	2	1	1	1	1	1	1	1	1	0	1	0	1
10768	1	1	1	1	1	1	1	1	1	1	1	1	1	1
