ogs	type	total	musDom	gloMor	7	droMel	droYak	13	12	droAna	11	droPse	10	droWil	9	8	droMoj	droVir	6	anoGam	anoSte	4	anoDar	3	aedAeg	culQui	5	2	1
sim.467.341	loss	43	1	1	1	6	8	NP	NP	6	NP	3	NP	4	5	3	2	1	2	NP	NP	0	NP	NP	NP	NP	0	0	NP
sim.467.341	total	886	91	29	7	108	73	NP	NP	134	NP	204	NP	90	7	14	31	86	4	NP	NP	7	NP	NP	NP	NP	0	1	NP
sim.505.007	dup	3	0	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	NP	1	0	NP	NP	NP	NP	NP	0	NP	NP	NP	0	NP
sim.505.007	loss	2	0	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	1	0	NP	NP	NP	NP	NP	0	NP	NP	1	0	NP
sim.505.007	total	5	0	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	NP	2	0	NP	NP	NP	NP	NP	0	NP	NP	1	0	NP
sim.592.023	dup	6	NP	NP	NP	NP	NP	2	NP	NP	0	NP	0	NP	NP	NP	NP	NP	NP	3	1	NP	NP	NP	0	0	NP	NP	NP
sim.592.023	loss	3	NP	NP	NP	NP	NP	0	NP	NP	0	NP	0	NP	NP	NP	NP	NP	NP	1	1	NP	1	NP	0	0	NP	NP	NP
sim.592.023	total	9	NP	NP	NP	NP	NP	2	NP	NP	0	NP	0	NP	NP	NP	NP	NP	NP	4	2	NP	1	NP	0	0	NP	NP	NP
sim.815.007	dup	10	1	0	0	0	0	NP	0	0	2	0	1	2	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0
sim.815.007	loss	6	0	0	0	0	0	NP	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
sim.815.007	total	16	1	0	0	0	0	NP	0	1	3	0	1	2	0	0	1	0	0	1	1	2	1	0	1	0	0	1	0
sim.907.002	dup	2	1	NP	0	0	0	0	0	0	0	0	0	0	NP	0	NP	NP	0	0	0	NP	1	NP	0	0	0	0	0
sim.907.002	loss	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	NP	NP	0	0	0	NP	0	NP	0	0	0	0	0
sim.907.002	total	4	1	1	0	0	0	0	0	0	0	0	0	0	1	0	NP	NP	0	0	0	NP	1	NP	0	0	0	0	0
sim.522.009	dup	0	0	0	NP	0	0	NP	NP	NP	NP	0	NP	0	NP	0	NP	NP	0	NP	NP	NP	NP	0	NP	NP	0	0	NP
sim.522.009	loss	2	0	0	NP	0	0	NP	NP	1	NP	0	NP	0	1	0	NP	NP	0	NP	NP	NP	NP	0	NP	NP	0	0	NP
sim.522.009	total	2	0	0	NP	0	0	NP	NP	1	NP	0	NP	0	1	0	NP	NP	0	NP	NP	NP	NP	0	NP	NP	0	0	NP
sim.240.007	dup	13	NP	NP	NP	NP	NP	0	2	NP	3	NP	1	NP	NP	NP	NP	NP	NP	0	2	NP	1	NP	0	4	NP	NP	NP
sim.240.007	loss	6	NP	NP	NP	NP	NP	2	0	NP	1	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	1	NP	2	0	NP	NP	NP
sim.240.007	total	19	NP	NP	NP	NP	NP	2	2	NP	4	NP	1	NP	NP	NP	NP	NP	NP	0	2	NP	2	NP	2	4	NP	NP	NP
sim.772.002	dup	5	1	1	0	0	1	NP	NP	0	NP	0	NP	0	0	1	0	0	0	NP	NP	0	NP	0	NP	NP	0	1	NP
sim.772.002	loss	2	0	0	0	0	0	NP	NP	0	NP	1	NP	0	0	0	0	1	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.772.002	total	7	1	1	0	0	1	NP	NP	0	NP	1	NP	0	0	1	0	1	0	NP	NP	0	NP	0	NP	NP	0	1	NP
sim.997.00114	dup	2	0	0	0	0	0	NP	NP	0	NP	0	NP	0	0	0	0	0	0	NP	NP	1	NP	0	NP	NP	1	0	NP
sim.997.00114	loss	1	0	0	0	0	0	NP	NP	0	NP	0	NP	1	0	0	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.997.00114	total	3	0	0	0	0	0	NP	NP	0	NP	0	NP	1	0	0	0	0	0	NP	NP	1	NP	0	NP	NP	1	0	NP
sim.738.023	dup	29	NP	NP	NP	NP	NP	0	1	NP	2	NP	3	NP	NP	NP	NP	NP	NP	6	0	NP	1	NP	5	11	NP	NP	NP
sim.738.023	loss	7	NP	NP	NP	NP	NP	1	2	NP	1	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	0	NP	1	1	NP	NP	NP
sim.738.023	total	36	NP	NP	NP	NP	NP	1	3	NP	3	NP	3	NP	NP	NP	NP	NP	NP	6	1	NP	1	NP	6	12	NP	NP	NP
sim.248.00057	dup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.248.00057	loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.248.00057	total	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.176.00114	dup	1	0	0	1	0	0	NP	NP	0	0	0	NP	0	0	0	0	0	0	NP	NP	0	NP	0	0	0	0	0	0
sim.176.00114	loss	1	0	0	0	0	0	NP	1	0	0	0	NP	0	0	0	0	0	0	NP	NP	0	NP	0	0	0	0	0	0
sim.176.00114	total	2	0	0	1	0	0	NP	1	0	0	0	NP	0	0	0	0	0	0	NP	NP	0	NP	0	0	0	0	0	0
sim.599.057	dup	58	NP	NP	NP	NP	NP	0	1	NP	1	NP	2	NP	NP	NP	NP	NP	NP	3	6	NP	12	NP	30	3	NP	NP	NP
sim.599.057	loss	5	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	NP	NP	NP	NP	NP	NP	2	0	NP	1	NP	0	1	NP	NP	NP
sim.599.057	total	63	NP	NP	NP	NP	NP	0	2	NP	1	NP	2	NP	NP	NP	NP	NP	NP	5	6	NP	13	NP	30	4	NP	NP	NP
sim.956.023	dup	21	3	0	0	0	0	0	1	1	NP	NP	NP	0	2	0	1	1	NP	6	1	1	3	1	NP	NP	0	0	0
sim.956.023	loss	7	0	1	0	0	0	0	0	0	1	2	NP	0	1	1	0	1	NP	0	0	0	0	0	NP	NP	0	0	0
sim.956.023	total	28	3	1	0	0	0	0	1	1	1	2	NP	0	3	1	1	2	NP	6	1	1	3	1	NP	NP	0	0	0
sim.714.034	dup	41	NP	NP	NP	NP	NP	NP	0	NP	2	NP	2	NP	NP	NP	NP	NP	NP	3	NP	NP	10	NP	3	21	NP	NP	NP
sim.714.034	loss	4	NP	NP	NP	NP	NP	1	1	NP	1	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	0	NP	NP	NP
sim.714.034	total	45	NP	NP	NP	NP	NP	1	1	NP	3	NP	2	NP	NP	NP	NP	NP	NP	3	1	NP	10	NP	3	21	NP	NP	NP
sim.937.00114	dup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.937.00114	loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.937.00114	total	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.180.057	dup	11	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	11	NP	NP	NP
sim.180.057	loss	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP
sim.180.057	total	11	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	11	NP	NP	NP
sim.31.002	dup	1	0	NP	NP	NP	NP	0	0	NP	0	0	0	NP	1	NP	0	0	NP	0	0	0	0	NP	0	0	NP	0	0
sim.31.002	loss	4	0	1	1	NP	NP	0	0	NP	0	0	0	1	0	NP	1	0	NP	0	0	0	0	NP	0	0	NP	0	0
sim.31.002	total	5	0	1	1	NP	NP	0	0	NP	0	0	0	1	1	NP	1	0	NP	0	0	0	0	NP	0	0	NP	0	0
sim.173.014	dup	8	0	NP	0	0	0	NP	NP	0	NP	NP	NP	NP	0	1	1	5	NP	NP	NP	1	NP	NP	NP	NP	NP	0	NP
sim.173.014	loss	6	0	1	0	1	0	NP	NP	0	NP	1	NP	1	0	0	1	0	NP	NP	NP	0	NP	NP	NP	NP	1	0	NP
sim.173.014	total	14	0	1	0	1	0	NP	NP	0	NP	1	NP	1	0	1	2	5	NP	NP	NP	1	NP	NP	NP	NP	1	0	NP
sim.64.034	dup	16	NP	NP	NP	NP	NP	2	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	6	5	NP	1	NP	NP	NP	NP	NP	NP
sim.64.034	loss	4	NP	NP	NP	NP	NP	1	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	1	NP	1	NP	NP	NP	NP	NP	NP
sim.64.034	total	20	NP	NP	NP	NP	NP	3	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	7	6	NP	2	NP	NP	NP	NP	NP	NP
sim.209.009	dup	12	NP	NP	NP	NP	NP	2	1	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	2	0	NP	5	NP	1	0	NP	NP	NP
sim.209.009	loss	5	NP	NP	NP	NP	NP	1	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	0	2	NP	0	NP	1	1	NP	NP	NP
sim.209.009	total	17	NP	NP	NP	NP	NP	3	1	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	2	2	NP	5	NP	2	1	NP	NP	NP
sim.384.007	dup	8	1	1	0	0	0	NP	NP	0	NP	0	NP	0	0	1	0	0	0	NP	NP	0	2	0	NP	NP	1	2	0
sim.384.007	loss	11	1	1	1	0	0	1	NP	1	1	1	NP	2	1	0	0	0	0	NP	NP	1	0	0	NP	NP	0	0	0
sim.384.007	total	19	2	2	1	0	0	1	NP	1	1	1	NP	2	1	1	0	0	0	NP	NP	1	2	0	NP	NP	1	2	0
sim.715.114	dup	124	NP	NP	NP	NP	NP	2	1	NP	2	NP	3	NP	NP	NP	NP	NP	NP	9	23	NP	50	NP	21	13	NP	NP	NP
sim.715.114	loss	10	NP	NP	NP	NP	NP	0	0	NP	3	NP	0	NP	NP	NP	NP	NP	NP	1	3	NP	1	NP	0	2	NP	NP	NP
sim.715.114	total	134	NP	NP	NP	NP	NP	2	1	NP	5	NP	3	NP	NP	NP	NP	NP	NP	10	26	NP	51	NP	21	15	NP	NP	NP
sim.127.005	dup	9	0	1	0	0	0	NP	NP	0	2	1	NP	0	2	0	0	1	0	NP	NP	0	NP	0	0	0	0	2	0
sim.127.005	loss	6	1	0	0	0	0	NP	1	0	0	0	NP	1	0	0	0	0	1	NP	NP	0	NP	1	1	0	0	0	0
sim.127.005	total	15	1	1	0	0	0	NP	1	0	2	1	NP	1	2	0	0	1	1	NP	NP	0	NP	1	1	0	0	2	0
sim.285.00057	dup	1	0	0	NP	0	0	1	0	NP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.285.00057	loss	1	0	0	NP	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.285.00057	total	2	0	0	NP	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.948.341	dup	3	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	3	NP	NP	NP	NP	NP	NP	NP	NP	NP
sim.948.341	loss	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP
sim.948.341	total	3	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	3	NP	NP	NP	NP	NP	NP	NP	NP	NP
sim.786.00114	dup	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.786.00114	loss	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
sim.786.00114	total	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
sim.333.00114	dup	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
sim.333.00114	loss	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sim.333.00114	total	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
sim.683.034	dup	17	6	0	0	1	0	NP	NP	3	NP	NP	NP	NP	NP	2	NP	2	NP	NP	NP	0	NP	2	NP	NP	NP	1	NP
sim.683.034	loss	7	0	3	0	0	0	NP	NP	0	NP	1	NP	1	NP	0	1	0	NP	NP	NP	1	NP	0	NP	NP	NP	0	NP
sim.683.034	total	24	6	3	0	1	0	NP	NP	3	NP	1	NP	1	NP	2	1	2	NP	NP	NP	1	NP	2	NP	NP	NP	1	NP
sim.649.014	dup	45	2	10	2	1	0	0	0	1	NP	3	NP	1	6	2	3	0	0	1	6	2	0	1	NP	NP	0	4	0
sim.649.014	loss	24	1	1	1	1	4	0	0	1	1	2	NP	4	1	1	1	2	0	0	0	1	0	2	NP	NP	0	0	0
sim.649.014	total	69	3	11	3	2	4	0	0	2	1	5	NP	5	7	3	4	2	0	1	6	3	0	3	NP	NP	0	4	0
sim.796.034	dup	50	NP	5	0	6	1	NP	NP	4	NP	3	NP	12	1	5	3	3	0	NP	NP	3	NP	NP	NP	NP	1	3	NP
sim.796.034	loss	22	2	0	2	2	2	NP	NP	3	NP	2	NP	2	1	0	2	0	0	NP	NP	1	NP	2	NP	NP	1	0	NP
sim.796.034	total	72	2	5	2	8	3	NP	NP	7	NP	5	NP	14	2	5	5	3	0	NP	NP	4	NP	2	NP	NP	2	3	NP
sim.226.341	dup	359	NP	NP	NP	NP	NP	7	1	NP	2	NP	3	NP	NP	NP	NP	NP	NP	103	118	NP	25	NP	62	38	NP	NP	NP
sim.226.341	loss	14	NP	NP	NP	NP	NP	0	2	NP	1	NP	0	NP	NP	NP	NP	NP	NP	3	3	NP	1	NP	2	2	NP	NP	NP
sim.226.341	total	373	NP	NP	NP	NP	NP	7	3	NP	3	NP	3	NP	NP	NP	NP	NP	NP	106	121	NP	26	NP	64	40	NP	NP	NP
sim.468.341	dup	128	NP	NP	1	6	2	NP	NP	30	NP	NP	NP	49	0	1	30	7	NP	NP	NP	2	NP	NP	NP	NP	0	NP	NP
sim.468.341	loss	9	NP	NP	0	0	2	NP	NP	0	NP	2	NP	1	1	1	1	0	1	NP	NP	0	NP	NP	NP	NP	0	NP	NP
sim.468.341	total	137	NP	NP	1	6	4	NP	NP	30	NP	2	NP	50	1	2	31	7	1	NP	NP	2	NP	NP	NP	NP	0	NP	NP
sim.853.00114	dup	1	0	0	0	1	0	0	NP	0	NP	0	0	0	0	0	0	0	0	0	0	0	NP	0	NP	0	0	0	0
sim.853.00114	loss	2	0	0	0	0	0	0	NP	0	NP	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
sim.853.00114	total	3	0	0	0	1	0	0	NP	0	NP	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
sim.399.00057	dup	0	0	0	0	0	0	NP	NP	0	NP	0	NP	0	0	0	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.399.00057	loss	0	0	0	0	0	0	NP	NP	0	NP	0	NP	0	0	0	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.399.00057	total	0	0	0	0	0	0	NP	NP	0	NP	0	NP	0	0	0	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.447.007	dup	5	0	1	0	0	0	0	NP	0	NP	0	NP	1	NP	0	NP	NP	0	0	0	NP	NP	1	NP	NP	1	1	0
sim.447.007	loss	6	0	1	0	0	0	0	NP	0	1	0	NP	0	2	1	NP	NP	0	0	0	NP	1	0	NP	NP	0	0	0
sim.447.007	total	11	0	2	0	0	0	0	NP	0	1	0	NP	1	2	1	NP	NP	0	0	0	NP	1	1	NP	NP	1	1	0
sim.516.023	dup	12	NP	NP	NP	NP	NP	2	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	3	1	NP	4	NP	NP	NP	NP	NP	NP
sim.516.023	loss	3	NP	NP	NP	NP	NP	0	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	0	NP	2	NP	NP	NP	NP	NP	NP
sim.516.023	total	15	NP	NP	NP	NP	NP	2	2	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	4	1	NP	6	NP	NP	NP	NP	NP	NP
sim.522.057	dup	11	NP	11	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP
sim.522.057	loss	0	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP
sim.522.057	total	11	NP	11	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP
sim.300.114	dup	57	NP	NP	NP	NP	NP	2	NP	NP	2	NP	1	NP	NP	NP	NP	NP	NP	6	4	NP	NP	NP	19	23	NP	NP	NP
sim.300.114	loss	6	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	NP	NP	NP	NP	NP	NP	1	0	NP	1	NP	1	2	NP	NP	NP
sim.300.114	total	63	NP	NP	NP	NP	NP	2	1	NP	2	NP	1	NP	NP	NP	NP	NP	NP	7	4	NP	1	NP	20	25	NP	NP	NP
sim.22.023	dup	35	NP	NP	NP	NP	NP	6	1	NP	0	NP	2	NP	NP	NP	NP	NP	NP	11	3	NP	2	NP	0	10	NP	NP	NP
sim.22.023	loss	8	NP	NP	NP	NP	NP	0	1	NP	1	NP	0	NP	NP	NP	NP	NP	NP	2	3	NP	0	NP	1	0	NP	NP	NP
sim.22.023	total	43	NP	NP	NP	NP	NP	6	2	NP	1	NP	2	NP	NP	NP	NP	NP	NP	13	6	NP	2	NP	1	10	NP	NP	NP
sim.514.005	dup	1	0	1	0	0	0	NP	NP	0	NP	0	NP	0	0	0	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.514.005	loss	0	0	0	0	0	0	NP	NP	0	NP	0	NP	0	0	0	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.514.005	total	1	0	1	0	0	0	NP	NP	0	NP	0	NP	0	0	0	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.263.005	dup	6	1	NP	0	0	0	NP	0	0	1	0	1	0	0	0	0	0	0	NP	0	0	0	NP	0	2	0	1	0
sim.263.005	loss	6	0	1	0	0	0	NP	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0
sim.263.005	total	12	1	1	0	0	0	NP	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	3	1	1	0
sim.482.007	dup	4	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	4	0	NP	NP	NP
sim.482.007	loss	0	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	0	NP	NP	NP
sim.482.007	total	4	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	4	0	NP	NP	NP
sim.800.005	dup	6	NP	NP	NP	NP	NP	0	0	NP	4	NP	1	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	1	0	NP	NP	NP
sim.800.005	loss	2	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	1	NP	NP	NP
sim.800.005	total	8	NP	NP	NP	NP	NP	0	1	NP	4	NP	1	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	1	1	NP	NP	NP
sim.394.002	dup	3	NP	0	1	1	0	NP	NP	0	0	0	NP	0	0	0	0	0	0	NP	NP	1	NP	NP	0	0	0	0	0
sim.394.002	loss	2	1	0	0	0	0	NP	1	0	0	0	NP	0	0	0	0	0	0	NP	NP	0	NP	NP	0	0	0	0	0
sim.394.002	total	5	1	0	1	1	0	NP	1	0	0	0	NP	0	0	0	0	0	0	NP	NP	1	NP	NP	0	0	0	0	0
sim.737.057	dup	173	21	22	6	18	20	NP	NP	7	NP	1	NP	14	5	10	6	25	1	NP	NP	4	NP	6	NP	NP	2	5	NP
sim.737.057	loss	46	5	4	0	2	6	NP	NP	4	NP	5	NP	5	2	3	4	1	1	NP	NP	2	NP	1	NP	NP	1	0	NP
sim.737.057	total	219	26	26	6	20	26	NP	NP	11	NP	6	NP	19	7	13	10	26	2	NP	NP	6	NP	7	NP	NP	3	5	NP
sim.202.057	dup	16	NP	NP	NP	NP	NP	1	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	8	1	NP	NP	NP	6	NP	NP	NP	NP
sim.202.057	loss	3	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	1	NP	0	1	NP	NP	NP
sim.202.057	total	19	NP	NP	NP	NP	NP	1	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	8	2	NP	1	NP	6	1	NP	NP	NP
sim.215.005	dup	2	0	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	1	1	NP	NP	NP	NP	NP	0	NP	NP	NP	0	NP
sim.215.005	loss	1	0	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	0	0	NP	NP	NP	NP	NP	0	NP	NP	1	0	NP
sim.215.005	total	3	0	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	1	1	NP	NP	NP	NP	NP	0	NP	NP	1	0	NP
sim.696.057	dup	43	15	3	1	6	0	NP	NP	6	NP	4	NP	NP	NP	3	NP	NP	1	NP	NP	NP	NP	1	NP	NP	NP	3	NP
sim.696.057	loss	18	0	1	0	2	2	NP	NP	1	NP	2	NP	3	3	1	NP	NP	0	NP	NP	1	NP	2	NP	NP	NP	0	NP
sim.696.057	total	61	15	4	1	8	2	NP	NP	7	NP	6	NP	3	3	4	NP	NP	1	NP	NP	1	NP	3	NP	NP	NP	3	NP
sim.926.341	dup	564	78	47	0	3	2	NP	NP	120	NP	62	NP	45	2	0	138	49	1	NP	NP	5	NP	5	NP	NP	3	4	NP
sim.926.341	loss	36	3	2	2	0	0	NP	NP	0	NP	3	NP	5	5	5	1	2	3	NP	NP	1	NP	2	NP	NP	2	0	NP
sim.926.341	total	600	81	49	2	3	2	NP	NP	120	NP	65	NP	50	7	5	139	51	4	NP	NP	6	NP	7	NP	NP	5	4	NP
sim.594.00057	dup	0	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.594.00057	loss	0	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.594.00057	total	0	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.927.009	dup	1	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	1	NP	0	NP	0	NP	NP	NP	NP
sim.927.009	loss	2	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	1	0	NP	0	NP	0	1	NP	NP	NP
sim.927.009	total	3	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	1	1	NP	0	NP	0	1	NP	NP	NP
sim.706.114	dup	143	NP	NP	NP	NP	NP	0	5	NP	3	NP	2	NP	NP	NP	NP	NP	NP	10	4	NP	46	NP	46	27	NP	NP	NP
sim.706.114	loss	14	NP	NP	NP	NP	NP	2	1	NP	1	NP	0	NP	NP	NP	NP	NP	NP	1	2	NP	3	NP	1	3	NP	NP	NP
sim.706.114	total	157	NP	NP	NP	NP	NP	2	6	NP	4	NP	2	NP	NP	NP	NP	NP	NP	11	6	NP	49	NP	47	30	NP	NP	NP
sim.984.007	dup	19	NP	NP	NP	NP	NP	3	3	NP	1	NP	4	NP	NP	NP	NP	NP	NP	0	2	NP	3	NP	1	2	NP	NP	NP
sim.984.007	loss	11	NP	NP	NP	NP	NP	2	0	NP	3	NP	0	NP	NP	NP	NP	NP	NP	1	1	NP	3	NP	1	0	NP	NP	NP
sim.984.007	total	30	NP	NP	NP	NP	NP	5	3	NP	4	NP	4	NP	NP	NP	NP	NP	NP	1	3	NP	6	NP	2	2	NP	NP	NP
sim.94.114	dup	228	NP	NP	NP	NP	NP	10	4	NP	1	NP	4	NP	NP	NP	NP	NP	NP	82	71	NP	19	NP	25	12	NP	NP	NP
sim.94.114	loss	19	NP	NP	NP	NP	NP	0	0	NP	3	NP	0	NP	NP	NP	NP	NP	NP	5	5	NP	5	NP	0	1	NP	NP	NP
sim.94.114	total	247	NP	NP	NP	NP	NP	10	4	NP	4	NP	4	NP	NP	NP	NP	NP	NP	87	76	NP	24	NP	25	13	NP	NP	NP
sim.301.341	dup	321	NP	NP	NP	NP	NP	NP	NP	NP	3	NP	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	122	NP	63	132	NP	NP	NP
sim.301.341	loss	4	NP	NP	NP	NP	NP	1	1	NP	0	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	2	0	NP	NP	NP
sim.301.341	total	325	NP	NP	NP	NP	NP	1	1	NP	3	NP	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	122	NP	65	132	NP	NP	NP
sim.348.002	dup	4	0	0	0	0	0	0	1	0	0	NP	1	1	0	0	0	0	NP	0	0	0	0	1	0	0	0	0	0
sim.348.002	loss	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NP	0	0	0	0	0	1	0	0	0	0
sim.348.002	total	6	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	NP	0	0	0	0	1	1	0	0	0	0
sim.612.114	dup	94	NP	NP	NP	NP	NP	6	4	NP	NP	NP	2	NP	NP	NP	NP	NP	NP	24	33	NP	16	NP	NP	9	NP	NP	NP
sim.612.114	loss	14	NP	NP	NP	NP	NP	2	0	NP	2	NP	0	NP	NP	NP	NP	NP	NP	3	4	NP	2	NP	1	0	NP	NP	NP
sim.612.114	total	108	NP	NP	NP	NP	NP	8	4	NP	2	NP	2	NP	NP	NP	NP	NP	NP	27	37	NP	18	NP	1	9	NP	NP	NP
sim.76.007	dup	2	NP	NP	0	0	0	0	0	0	NP	0	NP	2	0	0	0	0	0	0	0	0	0	NP	NP	NP	0	NP	0
sim.76.007	loss	2	NP	NP	0	0	0	0	0	0	1	0	NP	0	0	0	0	0	0	0	0	0	0	1	NP	NP	0	NP	0
sim.76.007	total	4	NP	NP	0	0	0	0	0	0	1	0	NP	2	0	0	0	0	0	0	0	0	0	1	NP	NP	0	NP	0
