OGS	desc	musDom	gloMor	droWil	droPse	droYak	droMel	droAna	droVir	droMoj	culQui	aedAeg	anoDar	anoSte	anoGam
sim.0.014	none	0	0	0	0	0	0	0	0	0	0	1	4	2	1
sim.1.014	none	0	0	0	0	0	0	0	0	0	1	6	0	5	0
sim.10.014	none	0	0	0	0	0	0	0	0	0	11	9	1	7	8
sim.100.014	none	0	0	0	0	0	0	0	0	0	12	8	1	9	10
sim.101.014	none	0	0	0	0	0	0	0	0	0	5	2	19	10	10
sim.102.014	none	0	0	7	0	0	0	0	1	1	4	5	0	0	0
sim.103.014	none	0	0	3	0	2	0	1	5	4	0	0	0	0	0
sim.104.014	none	3	6	13	9	8	10	8	12	8	0	0	0	0	0
sim.105.014	none	0	0	0	0	0	0	0	0	0	6	1	7	12	9
sim.106.014	none	0	0	1	2	1	2	5	0	0	0	2	0	0	0
sim.107.014	none	0	0	0	0	0	0	0	0	0	5	10	2	2	2
sim.108.014	none	4	5	1	1	2	1	1	1	2	0	0	0	0	0
sim.109.014	none	8	1	9	13	10	4	14	5	3	0	0	0	0	0
sim.11.014	none	0	0	0	1	3	2	1	2	0	0	0	0	0	0
sim.110.014	none	0	0	0	0	0	0	0	0	0	8	5	8	2	5
sim.111.014	none	3	1	0	4	0	1	2	0	0	0	0	0	0	0
sim.112.014	none	0	0	1	5	2	3	2	3	3	1	0	0	2	2
sim.113.014	none	4	0	4	3	2	1	1	5	5	17	18	5	8	10
sim.114.014	none	0	1	0	2	1	1	1	0	3	0	5	4	1	1
sim.115.014	none	2	2	2	2	1	2	2	7	9	0	0	0	0	0
sim.116.014	none	5	6	12	10	5	3	7	6	7	2	0	0	0	0
sim.117.014	none	0	0	0	0	0	0	0	0	0	4	1	7	3	3
sim.118.014	none	1	7	6	1	1	3	0	3	2	0	2	0	0	0
sim.119.014	none	3	2	1	3	1	0	1	0	0	0	0	0	0	0
sim.12.014	none	0	0	0	0	0	0	0	0	0	11	4	0	0	0
sim.120.014	none	0	0	0	0	0	0	0	0	0	0	0	10	9	5
sim.121.014	none	0	0	0	0	0	0	0	0	0	5	0	0	0	0
sim.122.014	none	0	0	0	0	0	0	0	0	0	7	5	9	0	2
sim.123.014	none	1	1	0	0	1	4	1	0	0	0	0	3	1	1
sim.124.014	none	2	5	1	3	2	2	4	7	10	0	0	0	0	0
sim.125.014	none	0	3	9	6	10	7	11	1	1	0	0	0	0	0
sim.126.014	none	1	1	0	0	0	0	0	0	0	3	12	0	0	2
sim.127.014	none	0	0	0	0	0	0	0	0	0	1	0	3	3	5
sim.128.014	none	0	0	0	0	0	0	0	0	0	10	6	0	0	0
sim.129.014	none	0	0	0	0	0	0	0	0	0	7	2	2	14	8
sim.13.014	none	4	4	11	10	12	12	13	1	0	0	0	0	0	0
sim.130.014	none	0	0	0	0	0	0	0	0	0	2	5	3	7	8
sim.131.014	none	0	0	0	0	0	0	0	0	0	6	1	4	1	2
sim.132.014	none	0	0	0	0	0	0	0	0	0	3	8	4	3	6
sim.133.014	none	0	1	4	2	3	3	4	2	1	2	0	9	3	1
sim.134.014	none	0	0	0	0	0	0	0	0	0	5	4	0	5	10
sim.135.014	none	0	0	0	0	0	0	0	0	0	4	1	0	0	0
sim.136.014	none	0	0	0	0	0	0	0	0	0	12	7	0	0	0
sim.137.014	none	0	0	0	0	0	0	0	0	0	6	5	0	0	0
sim.138.014	none	1	0	0	4	3	1	3	1	2	1	1	0	0	0
sim.139.014	none	0	0	0	0	0	0	0	0	0	5	10	14	5	4
sim.14.014	none	0	0	0	0	0	0	0	0	0	7	5	7	0	0
sim.140.014	none	4	5	4	1	3	6	1	2	2	9	2	0	8	3
sim.141.014	none	0	0	0	0	0	0	0	0	0	0	0	1	2	2
sim.142.014	none	0	0	0	0	0	0	0	0	0	8	4	3	4	7
sim.143.014	none	0	0	0	0	0	0	0	0	0	4	5	10	18	11
sim.144.014	none	0	0	1	0	0	0	0	1	3	0	0	0	0	0
sim.145.014	none	0	0	4	6	7	8	6	10	11	0	0	0	0	0
sim.146.014	none	4	2	2	3	5	4	1	7	4	0	0	0	0	0
sim.147.014	none	0	0	0	0	0	0	0	0	0	2	6	7	7	4
sim.148.014	none	0	0	0	0	0	0	0	0	0	5	5	1	4	3
sim.149.014	none	1	0	5	1	1	1	2	3	3	0	0	0	0	0
sim.15.014	none	0	0	0	0	0	0	0	0	0	0	12	0	0	0
sim.150.014	none	0	0	0	0	0	0	0	0	0	0	0	3	4	7
sim.151.014	none	1	1	4	2	0	1	1	3	0	0	0	2	0	0
sim.152.014	none	9	4	4	2	1	3	2	3	9	0	1	0	0	0
sim.153.014	none	0	0	0	0	0	0	0	0	0	6	4	8	12	10
sim.154.014	none	11	7	3	1	3	5	3	12	6	0	0	0	0	0
sim.155.014	none	27	21	1	6	1	3	4	3	4	0	0	0	0	0
sim.156.014	none	0	0	0	0	0	0	0	0	0	17	12	18	17	13
sim.157.014	none	4	0	0	1	2	2	1	2	2	0	0	0	0	0
sim.158.014	none	0	0	0	0	0	0	0	0	0	0	0	3	14	10
sim.159.014	none	0	0	0	0	0	0	0	0	0	0	4	0	0	0
sim.16.014	none	6	14	11	12	7	6	9	19	32	0	0	0	0	0
sim.160.014	none	1	1	0	0	2	0	1	4	3	0	0	0	0	0
sim.161.014	none	0	0	0	0	6	3	4	2	2	1	2	8	26	16
sim.162.014	none	0	0	0	0	0	0	0	0	0	5	11	6	1	5
sim.163.014	none	1	1	7	4	9	9	3	9	10	0	0	0	0	0
sim.164.014	none	0	0	0	0	0	0	0	0	0	0	0	2	2	7
sim.165.014	none	8	5	1	0	1	1	1	0	0	2	0	6	5	4
sim.166.014	none	0	0	0	0	0	0	0	0	0	11	1	0	0	0
sim.167.014	none	8	2	4	4	6	4	8	3	11	0	0	0	0	0
sim.168.014	none	1	2	2	1	2	3	0	0	3	0	0	0	0	0
sim.169.014	none	0	0	0	0	0	0	0	0	0	1	5	0	0	0
sim.17.014	none	0	0	0	0	0	0	0	0	0	2	0	5	16	13
sim.170.014	none	0	0	0	0	0	0	0	0	0	4	10	4	3	6
sim.171.014	none	0	0	4	3	2	2	2	1	2	0	0	0	0	0
sim.172.014	none	8	10	6	8	6	4	5	8	5	0	0	0	0	0
sim.173.014	none	1	0	0	0	2	1	1	7	2	0	0	0	0	0
sim.174.014	none	0	0	0	0	0	0	0	0	0	3	6	3	2	1
sim.175.014	none	5	10	7	6	14	15	8	9	7	0	0	0	0	0
sim.176.014	none	0	0	0	0	0	0	0	0	0	5	2	2	5	1
sim.177.014	none	0	0	0	0	0	0	0	0	0	1	1	2	1	3
sim.178.014	none	0	2	0	4	2	2	2	1	3	0	0	0	0	0
sim.179.014	none	8	8	6	9	12	11	15	14	8	0	0	0	0	0
sim.18.014	none	0	0	0	0	0	0	0	0	0	3	2	6	6	5
sim.180.014	none	1	1	4	0	1	1	1	8	3	0	0	0	0	0
sim.181.014	none	1	0	1	4	11	5	6	4	1	2	1	0	0	1
sim.182.014	none	0	0	0	0	0	0	0	0	0	5	6	0	1	0
sim.183.014	none	0	0	0	0	0	0	0	0	0	2	9	7	5	5
sim.184.014	none	0	0	0	0	0	0	0	0	0	0	0	5	0	2
sim.185.014	none	0	1	0	4	3	3	2	2	1	1	4	1	2	2
sim.186.014	none	0	0	0	0	0	0	0	0	0	1	3	0	0	0
sim.187.014	none	10	11	1	7	2	2	2	2	1	1	0	0	0	1
sim.188.014	none	2	1	3	2	5	4	11	2	4	0	0	0	0	0
sim.189.014	none	4	4	0	0	0	0	0	0	0	0	0	0	0	0
sim.19.014	none	0	0	0	0	0	0	0	0	0	13	4	6	7	7
sim.190.014	none	0	0	0	0	0	0	0	0	0	1	3	5	1	3
sim.191.014	none	0	0	0	0	0	0	0	0	0	4	2	0	0	0
sim.192.014	none	3	1	7	4	5	2	5	0	1	1	0	3	1	4
sim.193.014	none	0	0	0	0	0	0	0	0	0	0	1	29	15	13
sim.194.014	none	0	0	0	0	0	0	0	0	0	2	1	0	2	0
sim.195.014	none	1	2	0	2	2	2	3	0	0	0	0	0	0	0
sim.196.014	none	3	4	0	2	1	1	0	2	0	0	0	0	0	0
sim.197.014	none	2	4	2	2	2	5	3	1	1	3	0	0	0	0
sim.198.014	none	2	1	0	4	1	0	1	1	1	0	0	0	0	0
sim.199.014	none	0	0	0	0	0	0	0	0	0	6	7	1	2	1
sim.2.014	none	9	4	6	5	3	3	6	5	2	0	0	0	0	0
sim.20.014	none	0	0	0	0	0	0	0	0	0	4	9	0	4	4
sim.200.014	none	21	17	10	4	6	5	3	6	7	0	0	0	0	0
sim.201.014	none	0	0	0	0	0	0	0	0	0	3	2	0	4	1
sim.202.014	none	5	10	28	21	16	14	17	23	12	0	0	0	0	0
sim.203.014	none	7	5	3	1	1	1	1	1	0	0	0	0	0	0
sim.204.014	none	4	4	2	1	3	4	8	3	5	0	0	0	0	0
sim.205.014	none	0	0	0	0	0	0	0	0	0	10	4	0	0	0
sim.206.014	none	0	0	0	0	0	0	0	0	0	1	2	0	1	0
sim.207.014	none	0	0	2	0	0	0	0	4	0	0	0	0	0	0
sim.208.014	none	0	0	0	0	0	0	0	0	0	1	2	2	1	1
sim.209.014	none	4	2	0	0	1	1	1	2	4	0	0	0	0	0
sim.21.014	none	14	14	16	18	17	18	12	9	9	0	0	0	0	0
sim.210.014	none	0	0	0	0	0	0	0	0	0	2	5	0	0	0
sim.211.014	none	0	0	0	0	0	0	0	0	0	2	3	9	1	7
sim.212.014	none	17	6	3	3	2	0	1	1	7	3	3	1	2	4
sim.213.014	none	6	7	3	5	5	6	5	5	3	0	0	0	0	0
sim.214.014	none	0	0	4	1	1	1	2	3	3	0	0	0	0	0
sim.215.014	none	0	0	12	7	5	4	7	3	5	0	0	0	0	0
sim.216.014	none	0	0	0	0	0	0	0	0	0	0	0	9	1	4
sim.217.014	none	0	0	3	1	1	1	1	1	3	1	7	0	2	2
sim.218.014	none	4	2	0	0	0	0	0	0	0	2	0	3	0	0
sim.219.014	none	0	0	0	0	0	0	0	0	0	7	6	6	1	11
sim.22.014	none	9	6	6	8	1	3	11	4	1	1	0	11	5	0
sim.220.014	none	0	0	0	0	0	0	0	0	0	0	0	13	15	11
sim.221.014	none	3	2	2	6	5	4	8	2	1	0	0	0	0	0
sim.222.014	none	4	2	1	2	3	3	3	3	1	0	0	0	0	0
sim.223.014	none	0	0	0	0	0	0	0	0	0	7	15	11	8	10
sim.224.014	none	3	0	4	2	2	3	1	0	0	0	0	0	0	0
sim.225.014	none	4	3	2	3	3	2	2	0	2	0	0	0	0	0
sim.226.014	none	0	1	0	0	0	0	0	0	0	1	6	4	4	0
sim.227.014	none	0	0	4	2	5	4	5	3	1	0	0	0	0	0
sim.228.014	none	10	5	2	8	3	5	2	9	5	17	6	0	1	1
sim.229.014	none	4	5	12	8	12	12	12	7	9	17	8	6	4	3
sim.23.014	none	0	0	0	0	0	0	0	0	0	3	2	5	1	2
sim.230.014	none	6	1	3	9	4	4	5	8	8	0	0	0	0	0
sim.231.014	none	0	0	0	0	0	0	0	0	0	8	4	0	1	0
sim.232.014	none	0	0	14	8	4	2	1	4	7	0	0	0	0	0
sim.233.014	none	3	0	4	6	6	5	4	2	1	3	5	1	6	9
sim.234.014	none	2	6	2	2	2	3	1	1	1	0	0	0	0	0
sim.235.014	none	0	0	0	0	0	0	0	0	0	13	6	0	0	0
sim.236.014	none	2	1	0	0	0	0	0	0	0	5	0	0	1	1
sim.237.014	none	11	5	13	10	5	8	8	9	5	0	0	0	0	0
sim.238.014	none	0	0	0	0	0	0	0	3	6	0	0	0	0	0
sim.239.014	none	1	2	5	1	0	0	0	1	1	0	0	0	0	0
sim.24.014	none	1	2	5	6	4	5	7	4	6	8	8	1	8	6
sim.240.014	none	6	6	7	0	4	4	4	4	4	0	0	0	0	0
sim.241.014	none	0	0	0	0	0	0	0	0	0	1	5	6	0	0
sim.242.014	none	2	0	2	3	7	5	6	6	1	0	0	0	0	0
sim.243.014	none	4	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.244.014	none	17	10	10	8	10	5	21	7	10	0	0	0	0	0
sim.245.014	none	0	0	0	0	0	0	0	0	0	0	0	3	3	7
sim.246.014	none	1	1	7	9	6	4	6	1	3	0	0	0	0	0
sim.247.014	none	0	0	0	0	0	0	0	0	0	1	1	5	6	4
sim.248.014	none	2	3	7	6	3	3	6	2	1	0	0	0	0	0
sim.249.014	none	2	2	3	3	2	3	3	1	2	0	0	0	0	0
sim.25.014	none	0	0	0	0	0	0	0	0	0	5	2	1	5	7
sim.250.014	none	8	3	2	2	2	2	3	5	3	0	0	5	7	11
sim.251.014	none	0	0	0	0	0	0	0	0	0	0	0	2	2	3
sim.252.014	none	3	2	0	0	0	0	0	0	0	1	2	0	0	0
sim.253.014	none	3	3	0	0	0	0	0	0	0	8	3	0	0	0
sim.254.014	none	0	0	0	0	0	0	0	0	0	0	0	2	3	0
sim.255.014	none	0	0	0	0	0	0	0	0	0	6	9	9	3	12
sim.256.014	none	0	0	0	0	0	0	0	0	0	0	7	0	0	0
sim.257.014	none	0	0	0	0	0	0	0	0	0	0	0	7	11	7
sim.258.014	none	0	0	0	0	0	0	0	0	0	3	3	4	5	3
sim.259.014	none	0	0	0	0	0	0	0	0	0	7	7	0	0	0
sim.26.014	none	0	0	0	0	0	0	0	0	0	20	23	1	0	1
sim.260.014	none	0	0	4	1	0	0	1	2	3	0	0	0	0	0
sim.261.014	none	2	7	3	8	6	5	6	9	5	9	8	2	5	2
sim.262.014	none	1	0	6	1	3	4	1	0	0	0	0	0	0	0
sim.263.014	none	2	0	1	1	0	1	1	0	0	0	0	0	0	0
sim.264.014	none	0	1	1	0	0	0	0	0	0	6	4	7	6	2
sim.265.014	none	9	3	3	3	2	4	3	7	13	13	0	0	0	0
sim.266.014	none	6	7	5	6	6	8	7	5	7	3	7	8	10	7
sim.267.014	none	0	0	0	0	0	0	0	0	0	14	18	14	4	2
sim.268.014	none	0	0	0	0	0	0	0	0	0	0	0	1	5	8
sim.269.014	none	0	0	0	0	0	0	0	0	0	2	1	12	4	2
sim.27.014	none	0	0	0	2	0	0	0	0	0	0	0	2	1	2
sim.270.014	none	4	5	2	8	2	1	1	7	6	0	0	0	0	0
sim.271.014	none	0	0	0	0	0	0	0	0	0	0	1	2	3	2
sim.272.014	none	0	0	0	0	0	0	0	0	0	1	1	1	5	4
sim.273.014	none	1	2	0	0	0	0	0	0	0	2	3	0	0	0
sim.274.014	none	1	1	1	3	1	1	0	6	5	0	0	0	0	0
sim.275.014	none	0	0	0	0	0	0	0	0	0	2	2	0	0	0
sim.276.014	none	0	0	0	0	0	0	0	0	0	2	1	0	1	1
sim.277.014	none	0	0	0	0	0	0	0	0	0	0	0	3	3	4
sim.278.014	none	8	4	8	3	3	3	4	10	9	0	0	0	0	0
sim.279.014	none	0	0	0	0	0	0	0	0	0	0	0	1	2	7
sim.28.014	none	7	6	9	6	10	9	5	7	12	0	0	0	0	0
sim.280.014	none	0	0	6	8	2	4	8	7	4	0	0	0	0	0
sim.281.014	none	0	4	6	5	4	4	1	3	2	1	2	6	2	3
sim.282.014	none	0	0	0	0	0	0	0	0	0	13	6	0	5	7
sim.283.014	none	0	6	3	0	2	2	1	6	4	0	0	2	3	2
sim.284.014	none	11	13	4	10	12	12	10	15	14	0	0	0	0	0
sim.285.014	none	0	0	0	0	0	0	0	0	0	1	3	0	0	0
sim.286.014	none	0	0	0	0	0	0	0	0	0	7	4	0	0	0
sim.287.014	none	13	12	4	5	13	11	7	15	11	0	0	1	2	0
sim.288.014	none	0	0	0	0	0	0	0	0	0	0	0	2	0	2
sim.289.014	none	2	3	7	7	6	6	8	3	8	0	0	0	0	0
sim.29.014	none	0	0	0	0	0	0	0	0	0	7	3	12	9	5
sim.290.014	none	0	0	0	0	0	0	0	0	0	3	2	3	0	0
sim.291.014	none	2	3	14	8	10	13	7	3	6	0	0	0	0	0
sim.292.014	none	10	8	0	4	4	6	1	2	6	0	2	0	0	0
sim.293.014	none	0	0	0	0	0	0	0	0	0	5	5	7	1	2
sim.294.014	none	0	0	0	0	0	0	0	0	0	0	1	2	4	6
sim.295.014	none	8	11	10	7	10	11	13	9	13	0	0	0	0	0
sim.296.014	none	4	1	2	2	2	2	2	7	9	0	0	0	0	0
sim.297.014	none	1	5	0	0	0	0	1	0	0	0	0	0	0	0
sim.298.014	none	0	0	0	0	0	0	0	0	0	3	0	0	1	1
sim.299.014	none	0	0	0	0	0	0	0	0	0	6	3	0	0	0
sim.3.014	none	0	0	0	0	0	0	0	0	0	7	8	3	5	5
sim.30.014	none	0	0	0	0	0	0	0	0	0	0	0	0	2	7
sim.300.014	none	2	1	4	0	1	1	0	0	0	5	2	0	0	0
sim.301.014	none	2	1	9	13	18	14	9	14	11	1	2	0	0	0
sim.302.014	none	0	0	0	0	0	0	0	0	0	0	1	14	10	8
sim.303.014	none	2	6	2	1	0	0	0	0	0	0	0	0	0	0
sim.304.014	none	0	0	0	0	0	0	0	0	0	6	13	12	10	7
sim.305.014	none	9	8	2	9	3	2	2	9	9	0	0	8	9	6
sim.306.014	none	5	3	7	10	9	9	14	5	7	0	0	0	0	0
sim.307.014	none	0	0	0	0	0	0	0	0	0	4	1	0	0	0
sim.308.014	none	0	0	0	0	0	0	0	0	0	3	5	15	4	5
sim.309.014	none	2	1	7	11	15	18	12	8	8	0	0	0	0	0
sim.31.014	none	0	2	9	1	2	3	8	5	12	1	2	0	0	0
sim.310.014	none	0	0	0	0	0	0	0	0	0	0	0	9	3	4
sim.311.014	none	1	0	0	1	3	1	1	4	3	0	0	0	0	0
sim.312.014	none	0	0	0	0	0	0	0	0	0	0	1	3	7	5
sim.313.014	none	2	2	2	1	1	1	1	0	0	0	0	0	0	0
sim.314.014	none	1	1	0	0	0	0	0	0	0	6	12	12	7	9
sim.315.014	none	0	0	0	0	0	0	0	0	0	0	0	4	4	4
sim.316.014	none	0	0	0	0	0	0	0	0	0	0	0	2	3	1
sim.317.014	none	0	0	0	0	0	0	0	0	0	2	2	7	3	1
sim.318.014	none	0	0	1	2	0	1	1	1	2	0	0	0	0	0
sim.319.014	none	6	2	7	7	2	6	1	15	12	0	0	0	0	0
sim.32.014	none	0	0	0	0	0	0	0	0	0	0	0	1	2	3
sim.320.014	none	19	15	4	0	3	1	1	3	2	0	0	0	0	0
sim.321.014	none	1	1	0	0	0	0	0	0	0	5	0	0	0	0
sim.322.014	none	2	6	9	6	6	8	7	4	4	3	4	0	0	0
sim.323.014	none	7	12	1	0	1	1	1	0	0	0	0	0	0	0
sim.324.014	none	0	0	0	0	0	0	0	0	0	3	0	5	5	3
sim.325.014	none	1	1	3	2	2	2	1	3	2	0	0	9	4	4
sim.326.014	none	0	0	0	1	0	0	0	0	2	0	0	0	1	1
sim.327.014	none	0	0	0	0	0	0	0	0	0	5	7	4	0	1
sim.328.014	none	0	0	0	0	0	0	0	0	0	2	3	0	1	0
sim.329.014	none	1	1	4	3	0	0	0	2	0	0	0	1	1	2
sim.33.014	none	0	0	0	0	0	0	0	0	0	2	7	10	3	1
sim.330.014	none	8	11	5	2	4	6	4	5	6	0	0	0	0	0
sim.331.014	none	0	0	0	0	0	0	0	0	0	8	11	0	1	1
sim.332.014	none	2	3	3	0	3	2	3	1	1	0	0	0	0	0
sim.333.014	none	0	0	6	3	2	2	0	5	2	0	0	0	0	0
sim.334.014	none	4	3	2	3	6	3	3	2	6	3	3	2	8	9
sim.335.014	none	0	0	0	0	0	0	0	0	0	0	2	2	7	4
sim.336.014	none	3	10	3	6	6	5	4	5	9	0	0	0	0	0
sim.337.014	none	0	0	0	0	0	0	0	0	0	9	6	3	6	2
sim.338.014	none	5	2	5	2	4	3	5	2	3	0	0	0	0	0
sim.339.014	none	0	0	0	0	0	0	0	0	0	0	2	0	3	2
sim.34.014	none	0	1	4	5	5	7	10	1	1	1	0	2	1	0
sim.340.014	none	6	12	1	5	5	8	9	0	3	5	3	1	7	4
sim.341.014	none	0	0	0	0	0	0	0	0	0	3	2	8	10	10
sim.342.014	none	0	0	0	0	0	0	0	0	0	2	0	0	1	1
sim.343.014	none	0	0	0	0	0	0	0	1	1	4	3	4	0	0
sim.344.014	none	0	0	0	0	0	0	0	0	0	0	0	1	2	2
sim.345.014	none	2	6	13	10	9	17	8	5	9	0	0	0	0	0
sim.346.014	none	0	0	0	0	0	0	0	0	0	3	7	1	2	0
sim.347.014	none	0	0	0	0	0	0	0	0	0	1	3	2	9	9
sim.348.014	none	0	0	0	0	0	0	0	0	0	0	0	7	2	2
sim.349.014	none	0	0	0	0	0	0	0	0	0	6	11	0	3	2
sim.35.014	none	0	0	0	0	0	0	0	0	0	6	3	0	0	0
sim.350.014	none	2	1	9	3	4	6	4	2	6	0	0	0	0	0
sim.351.014	none	2	9	5	5	3	3	5	5	2	0	0	0	0	0
sim.352.014	none	2	4	3	1	1	1	1	0	0	1	4	2	1	5
sim.353.014	none	0	0	0	0	0	0	0	0	0	0	3	2	1	3
sim.354.014	none	0	0	0	0	0	0	0	0	0	0	4	7	7	11
sim.355.014	none	0	0	0	0	0	0	0	0	0	6	0	9	9	12
sim.356.014	none	0	0	2	0	3	2	2	2	2	6	1	4	0	0
sim.357.014	none	3	1	6	4	4	5	7	9	5	0	0	0	0	0
sim.358.014	none	0	0	0	0	0	0	0	0	0	24	20	3	3	5
sim.359.014	none	1	2	0	0	1	1	3	0	5	0	0	0	0	0
sim.36.014	none	6	6	0	0	5	6	6	2	3	0	0	0	0	0
sim.360.014	none	2	2	1	13	6	7	5	1	1	0	0	0	0	0
sim.361.014	none	0	0	0	0	0	0	0	0	0	6	4	1	4	4
sim.362.014	none	0	0	0	0	0	0	0	0	0	12	4	3	1	0
sim.363.014	none	2	4	0	0	0	0	0	7	8	0	3	3	0	0
sim.364.014	none	2	7	0	1	1	0	1	0	0	0	0	0	0	0
sim.365.014	none	0	0	1	0	0	2	1	5	3	0	0	0	0	0
sim.366.014	none	0	0	0	0	0	0	0	0	0	0	9	7	2	3
sim.367.014	none	5	15	8	8	9	7	10	17	14	0	0	0	0	0
sim.368.014	none	0	0	4	4	4	6	4	2	3	0	0	0	0	0
sim.369.014	none	9	11	0	0	0	0	0	0	0	0	0	0	0	0
sim.37.014	none	0	0	0	0	0	0	0	0	0	0	0	1	1	4
sim.370.014	none	0	0	0	0	0	0	0	0	0	5	10	1	2	5
sim.371.014	none	0	0	0	0	0	0	0	0	0	12	5	1	2	7
sim.372.014	none	0	3	7	0	1	2	1	2	2	0	0	0	0	0
sim.373.014	none	12	12	5	12	8	6	10	8	7	0	0	0	0	0
sim.374.014	none	0	0	2	5	3	4	3	1	1	0	0	0	0	0
sim.375.014	none	0	0	0	0	0	0	0	0	0	0	3	14	8	8
sim.376.014	none	0	0	0	0	0	0	0	0	0	4	7	5	3	2
sim.377.014	none	9	5	7	5	4	7	6	4	2	0	0	0	0	0
sim.378.014	none	5	4	1	1	0	0	0	1	1	0	0	0	0	0
sim.379.014	none	0	0	0	0	0	0	0	0	0	2	1	5	2	6
sim.38.014	none	0	0	0	0	0	0	0	0	0	0	5	7	15	2
sim.380.014	none	0	0	0	0	0	0	0	0	0	1	4	9	7	10
sim.381.014	none	0	0	0	0	0	0	0	0	0	0	0	6	4	1
sim.382.014	none	1	3	2	0	0	1	2	0	3	0	0	0	0	0
sim.383.014	none	0	0	0	0	0	0	0	0	0	0	0	11	6	6
sim.384.014	none	0	0	0	0	0	0	0	0	0	3	4	8	3	2
sim.385.014	none	1	0	0	1	0	1	2	0	0	4	2	0	0	0
sim.386.014	none	0	0	0	0	0	0	0	0	0	0	0	0	2	3
sim.387.014	none	2	8	4	2	1	0	4	6	3	4	2	3	6	4
sim.388.014	none	0	0	0	0	0	0	0	0	0	0	0	6	9	6
sim.389.014	none	0	0	0	0	0	0	0	0	0	0	0	9	5	8
sim.39.014	none	0	0	0	0	0	0	0	0	0	3	4	2	0	0
sim.390.014	none	0	0	0	5	3	3	2	3	3	0	0	0	0	0
sim.391.014	none	0	0	0	0	0	0	0	0	0	2	2	1	2	2
sim.392.014	none	0	0	0	1	1	1	0	1	1	0	0	0	0	0
sim.393.014	none	1	0	0	0	0	0	0	0	0	15	6	1	4	2
sim.394.014	none	0	0	0	0	0	0	0	0	0	8	8	4	7	5
sim.395.014	none	0	0	0	0	0	0	0	0	0	4	1	12	11	12
sim.396.014	none	0	0	0	0	0	0	0	0	0	1	0	7	2	1
sim.397.014	none	0	0	0	0	0	0	0	0	0	5	4	8	2	3
sim.398.014	none	29	17	3	2	8	9	4	6	3	3	2	0	5	1
sim.399.014	none	0	0	1	1	2	4	3	0	0	9	7	8	5	10
sim.4.014	none	7	7	3	4	4	10	8	5	1	0	0	0	0	0
sim.40.014	none	6	1	6	4	1	3	0	2	6	0	0	0	0	0
sim.400.014	none	5	3	3	0	1	1	0	2	1	1	0	1	2	5
sim.401.014	none	8	4	5	1	5	5	6	0	0	0	0	0	0	0
sim.402.014	none	1	3	0	0	0	0	0	0	0	0	0	0	0	0
sim.403.014	none	2	7	12	15	7	10	14	16	18	0	0	0	0	0
sim.404.014	none	6	13	6	9	10	8	7	7	8	0	0	0	0	0
sim.405.014	none	0	0	0	0	0	0	0	0	0	4	1	3	6	3
sim.406.014	none	0	0	0	0	0	0	0	0	0	0	0	1	10	3
sim.407.014	none	0	0	3	4	3	3	6	0	0	0	0	0	0	0
sim.408.014	none	0	0	0	0	0	0	0	0	0	0	6	0	1	1
sim.409.014	none	0	0	7	3	3	3	6	2	1	5	4	9	17	12
sim.41.014	none	1	5	2	3	5	5	7	2	1	0	0	0	0	0
sim.410.014	none	0	0	0	0	0	0	0	0	0	5	2	1	8	4
sim.411.014	none	12	3	7	13	6	9	19	8	12	0	0	0	0	0
sim.412.014	none	9	5	6	1	4	3	3	7	3	0	0	0	0	0
sim.413.014	none	7	7	1	2	5	3	4	1	5	4	6	0	0	0
sim.414.014	none	7	9	3	2	2	4	7	5	8	0	0	0	0	0
sim.415.014	none	9	6	8	1	1	0	2	5	3	0	0	0	0	0
sim.416.014	none	0	0	0	0	0	0	0	0	0	3	3	0	0	0
sim.417.014	none	0	0	0	0	0	0	0	0	0	3	0	8	14	12
sim.418.014	none	0	0	0	0	0	0	0	0	0	3	8	3	0	1
sim.419.014	none	4	2	4	0	2	2	2	0	0	0	0	0	2	1
sim.42.014	none	7	1	1	2	2	4	1	0	1	6	1	0	2	7
sim.420.014	none	0	0	0	0	0	0	0	0	0	8	10	1	7	7
sim.421.014	none	21	17	18	20	18	19	9	16	13	0	0	0	0	0
sim.422.014	none	1	0	4	0	0	0	0	0	0	0	0	0	0	0
sim.423.014	none	0	0	0	0	0	0	0	0	0	9	0	2	2	2
sim.424.014	none	2	7	1	2	2	1	3	3	1	0	1	3	0	0
sim.425.014	none	3	3	4	7	3	5	7	5	14	0	0	0	0	0
sim.426.014	none	1	7	4	7	10	10	5	4	3	0	0	0	0	0
sim.427.014	none	23	19	23	13	15	15	10	20	22	0	0	0	0	0
sim.428.014	none	5	3	3	3	3	1	2	3	4	0	0	0	0	0
sim.429.014	none	2	2	0	0	0	0	0	0	0	0	0	0	0	0
sim.43.014	none	0	0	0	0	0	0	0	0	0	11	7	4	5	12
sim.430.014	none	8	5	8	8	5	4	9	6	4	0	0	0	0	0
sim.431.014	none	0	0	0	0	0	0	0	0	0	5	5	3	1	0
sim.432.014	none	5	9	0	3	0	0	0	1	3	0	0	0	0	0
sim.433.014	none	0	0	0	0	0	0	0	0	0	1	4	0	1	1
sim.434.014	none	0	0	0	0	0	0	0	0	0	7	4	17	7	6
sim.435.014	none	13	11	9	11	8	9	5	10	17	0	0	0	0	0
sim.436.014	none	0	0	0	0	0	0	0	0	0	9	2	0	0	0
